"ERNv","HostSpecies","VirusType","PathogenSpecies","Virus","HostStageInfected","HostTissueInfected","FieldOrLab","Country","IntermediateHost","CreationDate","ModificationDate","ProvinceA","PathogenValue","Group","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
110,"Apis mellifera","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",7460,"Apis","Apidae","Hymenoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
111,"Arge pectoralis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",455474,"Arge","Argidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
112,"Diprion nipponica","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
113,"Diprion pini","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",52634,"Diprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
114,"Diprion similis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",362088,"Diprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
115,"Gilpinia hercyniae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"NF, NS, PE, NB, QC, ON","Useful control agent","Virus",1170502,"Gilpinia","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
116,"Diprion pallida","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
117,"Diprion pindrowi","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
118,"Diprion polytoma","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
119,"Neodiprion abietis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"QC, MB, SK, AB","Unknown","Virus",441913,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
120,"Neodiprion excitans","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",441918,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
121,"Neodiprion lecontei","DNA virus","Baculoviridae","Neodiprion lecontei NPV","","","","","",1996-01-08,1999-02-12,"QC, ON","Useful control agent","Virus",441921,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
122,"Neodiprion merkeli","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",441923,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
123,"Neodiprion nanulus contortae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",441925,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
124,"Neodiprion pratti banksianae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",441931,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
125,"Neodiprion sertifer","DNA virus","Baculoviridae","Neodiprion sertifer NPV","","","Field","Japan, Canada","",1996-01-08,1999-02-12,"ON","Useful control agent","Virus",441937,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
126,"Neodiprion swainei","DNA virus","Baculoviridae","Neodiprion swainei NPV","","","","","",1996-01-08,1999-02-12,"QC","Useful control agent","Virus",441940,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
127,"Neodiprion taedae linearis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",441941,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
128,"Neodiprion taedae taedae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
129,"Neodiprion virginiana","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",441943,"Neodiprion","Diprionidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
130,"Iridomyrmex itoi","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
131,"Cephalcia abietis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",860922,"Cephalcia","Pamphiliidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
132,"Cephalcia issiki","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
133,"Sirex juvencus","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",689618,"Sirex","Siricidae","Hymenoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
134,"Sirex noctilio","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",36765,"Sirex","Siricidae","Hymenoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
135,"Urocerus gigas gigas","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",222807,"Urocerus","Siricidae","Hymenoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
136,"Urocerus tardigradus","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
137,"Xeris spectrum","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",410288,"Xeris","Siricidae","Hymenoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
138,"Anoplonyx destructor","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",1384765,"Anoplonyx","Tenthredinidae","Hymenoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
139,"Nematus olfaciens","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",1385296,"Nematus","Tenthredinidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
140,"Pikonema dimmockii","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",362161,"Euura","Tenthredinidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
141,"Pristiphora erichsonii","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",362180,"Pristiphora","Tenthredinidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1351,"Pristiphora geniculata","DNA virus","Baculoviridae","NPV","Larva","midgut","Field","Canada","",1996-01-08,1999-02-12,"QC","Unknown","Virus",362181,"Pristiphora","Tenthredinidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
142,"Trichiocampus irregularis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
143,"Trichiocampus viminalis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
144,"Anthela varia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",469242,"Anthela","Anthelidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
145,"Pterolocera amplicornis","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",1376737,"Pterolocera","Anthelidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
146,"Amsacta albistriga","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",340056,"Amsacta","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
147,"Amsacta moorei","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
148,"Arctia caja","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",289281,"Arctia","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
149,"Arctia caja","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",289281,"Arctia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
150,"Arctia villica","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",706474,"Arctia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
151,"Arctia villica","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",706474,"Arctia","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
152,"Ardices glatignyi","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
153,"Diaphora mendica","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",987922,"Diaphora","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
154,"Diaphora mendica","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",987922,"Diaphora","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
155,"Hypercompe icasia","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",694597,"Hypercompe","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
156,"Estigmene acrea","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",56594,"Estigmene","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
157,"Estigmene acrea","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",56594,"Estigmene","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
158,"Euplagia quadripunctaria","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",987932,"Euplagia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
159,"Lophocampa argentata","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",572778,"Lophocampa","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
160,"Lophocampa caryae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",505945,"Lophocampa","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
161,"Hyphantria cunea","DNA virus","Baculoviridae","NPV","","","Field","Japan, China","",1996-01-08,1999-02-12,"","","Virus",39466,"Hyphantria","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
162,"Hyphantria cunea","RNA virus","Reoviridae","CPV","","","Field","Japan, China","",1996-01-08,1999-02-12,"","","Virus",39466,"Hyphantria","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
163,"Tyria jacobaeae","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",179666,"Tyria","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
164,"Tyria jacobaeae","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",179666,"Tyria","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
165,"Pyrrharctia isabella","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",214332,"Pyrrharctia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
166,"Panaxia dominula","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
167,"Panaxia dominula","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
168,"Parasemia plantaginis","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",874455,"Arctia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
169,"Pericallia ricini","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",337079,"Olepa","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
170,"Phragmatobia fuluginosa","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
171,"Rhyparia purpurata","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",988033,"Diacrisia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
172,"Rhyparia purpurata","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",988033,"Diacrisia","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
173,"Spilarctia flammeolus","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
174,"Spilosoma lubricipeda","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",875880,"Spilosoma","Erebidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
175,"Spilosoma lubricipeda","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",875880,"Spilosoma","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
176,"Spilosoma lubricipeda","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",875880,"Spilosoma","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
177,"Spilosoma subcarnea","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",1078815,"Spilarctia","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
178,"Spilosoma subcarnea","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",1078815,"Spilarctia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
179,"Spilosoma lutea","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",875881,"Spilarctia","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
180,"Spilosoma punctaria","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",2249631,"Spilosoma","Erebidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
181,"Spilosoma punctaria","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",2249631,"Spilosoma","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
182,"Bombyx mori","RNA virus","Reoviridae","CPV","","","Field","Japan, China","",1996-01-08,1999-02-12,"","","Virus",7091,"Bombyx","Bombycidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
183,"Bombyx mori","DNA virus","Baculoviridae","Bombyx mori NPV","","","Field","Japan, China","",1996-01-08,1999-02-12,"","","Virus",7091,"Bombyx","Bombycidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
184,"Bombyx mori","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",7091,"Bombyx","Bombycidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
185,"Carposina niponensis","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",252295,"Carposina","Carposinidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
186,"Coleophora laricella","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",687029,"Coleophora","Coleophoridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
187,"Danaus plexippus","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",13037,"Danaus","Nymphalidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
188,"Phryganidia californica","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",2013496,"Phryganidia","Notodontidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
189,"Falcaria lacertinaria","RNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",505411,"Falcaria","Drepanidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
190,"Ethmia assamensis","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
191,"Brachmia macroscopa","DNA virus","Iridoviridae","IV","","","","","",1996-01-08,1999-02-12,"","","Virus",1604231,"Helcystogramma","Gelechiidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
192,"Pectinophora gossypiella","RNA virus","Reoviridae","CPV","","","Field","Japan, China","",1996-01-08,1999-02-12,"","","Virus",13191,"Pectinophora","Gelechiidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
193,"Pectinophora gossypiella","DNA virus","Baculoviridae","NPV","","","Field","Japan","",1996-01-08,1999-02-12,"","","Virus",13191,"Pectinophora","Gelechiidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
194,"Phthorimaea operculella","DNA virus","Baculoviridae","NPV","","","","","",1996-01-08,1999-02-12,"","","Virus",192464,"Phthorimaea","Gelechiidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
195,"Abraxas grossulariata","DNA virus","Reoviridae","CPV","","","","","",1996-01-08,1999-02-12,"","","Virus",1007343,"Abraxas","Geometridae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
