"","PathogenSpecies","Group","HighTaxon","LowTaxon","AdditionalNotes"
"1595","Coelomomyces borealis","Fungi","Chytridiomycetes","Blastocladiales",""
"1596","Saprolegnia ferax","Fungi","Oomycetes","Saprolegniales",""
"1597","Saprolegnia hypogyna","Fungi","Oomycetes","Saprolegniales",""
"1598","Tetrahymena pyriformis","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1599","Epistylis sp.","Protozoa","Ciliophora","Oligohymenophorea (Mobilida)",""
"1600","Vorticella striata","Protozoa","Ciliophora","Oligohymenophorea ",""
"1601","Vorticella sp.","Protozoa","Ciliophora","Oligohymenophorea ",""
"1602","Lankesteria barretti","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1603","Lankesteria clarki","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1604","Caulleryella sp.","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1605","Tetrahymena sp.","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1606","Tetrahymena gelei","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1607","Parathelohania evansae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1608","Bacillus euloomarahae","Bacteria","Spore-forming bacteria","Bacillaceae",""
"1609","Leptomonas agilis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1610","Leptomonas ampelophilae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1611","Leptomonas anthomyiae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1612","Leptomonas anophelini","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1613","Leptomonas apis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1614","Leptomonas arctocorixae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1615","Leptomonas aspongopi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1616","Leptomonas blaberae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1617","Leptomonas capsularis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1618","Leptomonas chattoni","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1619","Leptomonas collosoma","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1620","Leptomonas costoris","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1621","Leptomonas craggi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1622","Leptomonas ctenophthalmi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1623","Leptomonas ctenopsyllae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1624","Leptomonas drosophilae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1625","Leptomonas emphyti","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1626","Leptomonas eristalis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1627","Leptomonas familiaris","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1628","Leptomonas familiaris saxatilis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)","From Roberts, D. W., Daoust, R. A. and Wraight, S. P., 1981. Bibliography on Pathogens of medically important arthropods: 1981.  Bull. World Health Org. vol. 59 .  What is the status of this name?  Subspecies or variety?"
"1629","Leptomonas foveati","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1630","Leptomonas gracilis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1631","Leptomonas inhospes","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1632","Leptomonas jaculum","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1633","Leptomonas jordanoi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1634","Leptomonas larvicola","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1635","Leptomonas legerorum","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1636","Leptomonas leptoglossi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1637","Leptomonas lineata","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1638","Leptomonas lygaei","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1639","Leptomonas lygaeorum","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1640","Leptomonas mercieri","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1641","Leptomonas mesnili","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1642","Leptomonas mirabilis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1643","Leptomonas mirperi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1644","Leptomonas naucoridis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1645","Leptomonas oestrorum","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1646","Leptomonas oncopelti","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1647","Leptomonas pattoni","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1648","Leptomonas pediculi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1649","Leptomonas periplanetae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1650","Leptomonas pierantoni","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1651","Leptomonas pulicis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1652","Leptomonas pycnosomae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1653","Leptomonas pyrrhocoris","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1654","Leptomonas rhinoestri","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1655","Leptomonas scatophagae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1656","Leptomonas serpens","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1657","Leptomonas soudanensis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1658","Leptomonas stomoxyae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1659","Leptomonas stratiomyiae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1660","Leptomonas tortum","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1661","Crithidia fasciculata","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1662","Rhynchoidomonas luciliae","Protozoa","Euglenozoa","Kinetoplastidea",""
"1663","Gregarina alphitobii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1664","Mattesia alphitobii","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1665","Gregarina sp.","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1666","Blastocrithidia anophelis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1667","Blastocrithidia christophersi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1668","Blastocrithidia cleti","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1669","Blastocrithidia ctenocephali","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1670","Blastocrithidia culicis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1671","Blastocrithidia erythesinarum","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1672","Blastocrithidia euryophthalmi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1673","Blastocrithidia euschisti","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1674","Blastocrithidia familiaris","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1675","Blastocrithidia gallardoi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1676","Blastocrithidia gerridis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1677","Blastocrithidia haemaphysalidis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1678","Blastocrithidia hyalommae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1679","Blastocrithidia hystrichopsyllae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1680","Blastocrithidia leptocoridis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1681","Blastocrithidia leptotrypanoides","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1682","Blastocrithidia listropodae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1683","Blastocrithidia lituri","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1684","Blastocrithidia nalipi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1685","Blastocrithidia nycteribiae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1686","Blastocrithidia ortheae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1687","Blastocrithidia oxycareni","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1688","Blastocrithidia pessoai","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1689","Blastocrithidia pulicis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1690","Blastocrithidia sandoni","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1691","Blastocrithidia sp.","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1692","Blastocrithidia spinigeri","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1693","Blastocrithidia subulata","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1694","Blastocrithidia vacuolata","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1695","Blastocrithidia veliae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1696","Crithidia acanthocephali","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1697","Crithidia campanulata","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1698","Crithidia flexonema","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1699","Crithidia haematopotae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1700","Crithidia lesnei","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1701","Crithidia luciliae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1702","Crithidia minuta","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1703","Crithidia oncopelti","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1704","Crithidia pangoniae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1705","Crithidia polleniae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1706","Crithidia rileyi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1707","Crithidia sp.","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1708","Crithidia striati","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1709","Crithidia tabani","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1710","Crithidia tenuis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1711","Herpetomonas algeriensis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1712","Herpetomonas bombycis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1713","Herpetomonas caulleryi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1714","Herpetomonas elmassiani","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1715","Herpetomonas ludwigi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1716","Herpetomonas notonectae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1717","Herpetomonas roubaudi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1718","Herpetomonas rubrostriatae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1719","Herpetomonas siphunculinae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1720","Herpetomonas sp.","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1721","Herpetomonas trajecti","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1722","Leptomonas davidi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1723","Leptomonas serinethae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1724","Trypanosoma kalwanensis","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1725","Rhynchoidomonas drosophilae","Protozoa","Euglenozoa","Kinetoplastidea",""
"1726","Rhynchoidomonas fanniae","Protozoa","Euglenozoa","Kinetoplastidea",""
"1727","Rhynchoidomonas intestinalis","Protozoa","Euglenozoa","Kinetoplastidea",""
"1728","Rhynchoidomonas roubaudi","Protozoa","Euglenozoa","Kinetoplastidea",""
"1729","Rhynchoidomonas siphunculinae","Protozoa","Euglenozoa","Kinetoplastidea",""
"1730","Blastocrithidia penicillidiae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1731","Leptomonas sarcophagae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1732","Rhynchoidomonas sp.","Protozoa","Euglenozoa","Kinetoplastidea",""
"1733","Vorticella convallaria","Protozoa","Ciliophora","Oligohymenophorea ",""
"1734","Carchesium sp.","Protozoa","Ciliophora","Oligohymenophorea",""
"1735","Leptomonas vespae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1736","Stempellia milleri","Protozoa","Microspora","Microsporea (Microsporida)",""
"1737","Weiseria spinosa","Protozoa","Microspora","Microsporea (Microsporida)",""
"1738","Stempellia sp.","Protozoa","Microspora","Microsporea (Microsporida)",""
"1739","Plasmodium berghei berghei","Protozoa","Apicomplexa","Haematozoea (Haemospororida)",""
"1740","Tetrahymena sp. (Shapiro isolate)","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1741","Toxoglugea sp.","Protozoa","Microspora","Microsporea (Microsporida)",""
"1742","Culicinomyces clavosporus","Fungi","Deuteromycetes","Unknown",""
"1743","Pleistophora culicoidi","Protozoa","Microspora","Microsporea (Microsporida)","Spelling?  Plistophora?"
"1744","Borrelia sp.","Bacteria","","","This is a Spirochete."
"1745","Pleistophora debaisieuxi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1746","Thelohania sp. near simulii","Protozoa","Microspora","Microsporea (Microsporida)",""
"1747","Thelohania sp. near bertrami","Protozoa","Microspora","Microsporea (Microsporida)",""
"1748","Tetrahymena rotunda","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1749","Culicinomyces sp.","Fungi","Deuteromycetes","unknown",""
"1750","Simuliomyces lairdi","Fungi","Zygomycetes","Harpellales",""
"1751","Bacillus insectus","Bacteria","Spore-forming bacteria","Bacillaceae",""
"1752","Tabanomyces milkoi","Fungi","Zygomycetes","Entomophthorales","Tanada and Kaya list this as a “doubtful or rejected” genus."
"1753","Entomophthora apiculata","Fungi","Zygomycetes","Entomophthorales",""
"1754","Entomophthora sepulchris","Fungi","Zygomycetes","Entomophthorales",""
"1755","Diplocystis schneideri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1756","Trypanosoma hedricki","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1757","Corynebacterium sp.","Bacteria","Actinomycetes","",""
"1758","Hepatozoon triatomae","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)",""
"1759","Trypanosoma rangeli","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1760","Pleistophora blattellae","Protozoa","Microspora","Microsporea (Microsporida)","Spelling?  blatellae or blattellae?"
"1761","Leidyana subramanii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1762","Torogregarina sphinx","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1763","Leidyana canadensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1764","Leidyana migrator","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1765","Domadracunculus janovyii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1766","Nubenocephalus nebraskensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1767","Nosema portugal","Protozoa","Microspora","Microsporea (Microsporida)",""
"1768","Quadruhyalodiscus gallerucidae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1769","Steinina zwetkowi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1770","Caulocephalus sastrae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1771","Gregarina juengeri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1772","Unikaryon bouixi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1773","Unikaryon mattei","Protozoa","Microspora","Microsporea (Microsporida)",""
"1774","Pleistophora grossa","Protozoa","Microspora","Microsporea (Microsporida)",""
"1775","Tetrahymena chironomi","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1776","Tetrahymena stegomyiae","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1777","Retractocephalus waltairensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1778","Retractocephalus raphidopalpii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1779","Malpighiella refringens","Protozoa","Rhizopoda","Lobosea (Amoebida)","Genus not in Corliss, 1994.  Placement from Tanada & Kaya."
"1780","Dobellina mesnili","Protozoa","Rhizopoda","Lobosea (Amoebida)",""
"1781","Ophryoglena collini","Protozoa","Ciliophora","Oligohymenophorea ",""
"1782","Epistylis spp.","Protozoa","Ciliophora","Oligohymenophorea (Mobilida)",""
"1783","Retortamonas orthopterorum","Protozoa","Metamonada","Retortamonadea (Retortamonadida)","Corliss places in Kingdom Archezoa, Phylum Metamonada, Class Retoramonadea.  Tanada & Kaya place in Phylum Zoomastigina (Kingdom Protozoa), in Class Retortamonada."
"1784","Rhynchophrya palpans","Protozoa","Ciliophora","Phyllopharyngea (Evaginogenida)",""
"1785","Periacineta buckei","Protozoa","Ciliophora","Phyllopharyngea ",""
"1786","Gamocystis francisci","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1787","Gamocystis tenax","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1788","Monocystis legeri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1789","Ophryocystis mesnili","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1790","Machadoella spinigeri","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1791","Schizocystis gregarinoides","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1792","Schizocystis legeri","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1793","Adelina simplex","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1794","Haplosporidium typographi","Protozoa","Ascetospora","Haplosporidea (Haplosporida)",""
"1795","Coelospora binucleata ","Protozoa","Ascetospora","Haplosporidea (Haplosporida)",""
"1796","Trypanosoma cruzi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1797","Leishmania donovani","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1798","Trypanosoma lewisi","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1799","Trypanosoma sp.","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1800","Plasmodium rhadinurum","Protozoa","Apicomplexa","Haematozoea (Haemospororida)",""
"1801","Plasmodium vivax","Protozoa","Apicomplexa","Haematozoea (Haemospororida)",""
"1802","Plasmodium cynomolgi","Protozoa","Apicomplexa","Haematozoea (Haemospororida)",""
"1803","Plasmodium relictum","Protozoa","Apicomplexa","Haematozoea (Haemospororida)",""
"1804","Hepatozoon muris ","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)","Levine (1988) places in Order Eucoccidiorida.Genus is in Corliss, but Corliss does not give an order placement."
"1805","Babesia argentina","Protozoa","Apicomplexa","Haematozoea (Piroplasmida)",""
"1806","Cryptobia gryllotalpae","Protozoa","Euglenozoa","Kinetoplastidea (Bodonida)",""
"1807","Lophomonas blattarum","Protozoa","Parabasala","Hypermastigotea (Lophomonadida)",""
"1808","Lophomonas striata","Protozoa","Parabasala","Hypermastigotea (Lophomonadida)",""
"1809","Endamoeba blattae","Protozoa","Rhizopoda","Lobosea ","From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
"1810","Endamoeba thomsoni","Protozoa","Rhizopoda","Lobosea (Amoebida)","From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
"1811","Entamoeba nana","Protozoa","Rhizopoda","Entamoebidea",""
"1812","Endolimax blattae","Protozoa","Rhizopoda","Lobosea (Amoebida)","From Corliss, 1994, “It is not clear whether genera allegedly related to Entamoeba (e.g. Endamoeba, Endolimax, Iodamoeba) should be assigned here [Entamoebidea] or in [Lobosea].”  We have left them in Lobosea."
"1813","Gregarina oblonga","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1814","Gregarinoides locustanae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1815","Acarogregarina corolla","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1816","Adelina tipula","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1817","Amblyospora debaisieuxi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1818","Apigregarina stammeri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1819","Ascocystis lanyuensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1820","Balantidium sp.","Protozoa","Ciliophora","Litostomatea",""
"1821","Bohuslavia simulii","Protozoa","Microspora","Microsporea (Microsporida)",""
"1822","Caudospora stricklandi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1823","Chytridiopsis variabilis","Protozoa","Microspora","Microsporea (Minisporida)",""
"1824","Coelomomyces clavisporus","Fungi","Chytridiomycetes","Blastocladiales",""
"1825","Colpoda sp.","Protozoa","Ciliophora","Colpodea",""
"1826","Embadomonas blattae","Protozoa","Euglenozoa","","NEED CLASS.  Genus not in Tanada & Kaya, not in Corliss (1994).  Assoc. rec is from Semens, 1943 (ref 1552)"
"1827","Enterocystis ensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1828","Farinocystis castaneum","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1829","Glugea trichopterae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1830","Gregarina illinensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1831","Gregarina neobrasiliensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1832","Haemogregarina mauritanica","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)","Genus not in Tanada & Kaya.  Corliss (1994, p. 17) places it  in Coccidea but doesn’t give an order.  Levine puts the genus in the Coccidia, order Eucoccidiorida."
"1833","Haplosporidium tipulae","Protozoa","Ascetospora","Haplosporidea (Haplosporida)",""
"1834","Jirovecia brevicauda","Protozoa","Microspora","Microsporea (Microsporida)",""
"1835","Lankesteria sp.","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1836","Legerella hydropori","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)","Levine (1988) places in Order Eucoccidiorida.  Corliss places in Coccidea but doesn’t give an order.  Tanada & Kaya place in Coccidia, Order Adeleida."
"1837","Lipotropha microspora","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1838","Microsporidium aedis","Protozoa","Microspora","Microsporea (Microsporida)",""
"1839","Microsporidium ixodis","Protozoa","Microspora","Microsporea (Microsporida)",""
"1840","Microsporidium scolyti","Protozoa","Microspora","Microsporea (Microsporida)","Should this be Stempellia scolyti?  Authors of Ref. 1883 still use Stempellia, but we seem to have entered all Stempellia scolyti records from ref #938 as Microsporidium scolyti.  Which is correct?"
"1841","Microsporidium weiseri","Protozoa","Microspora","Microsporea (Microsporida)",""
"1842","Norlevinea orae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1843","Nosema helminthorum","Protozoa","Microspora","Microsporea (Microsporida)",""
"1844","Nosema montanae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1845","Nosema n. sp.","Protozoa","Microspora","Microsporea (Microsporida)",""
"1846","Nosema slovaca","Protozoa","Microspora","Microsporea (Microsporida)",""
"1847","Nosema sperchoni","Protozoa","Microspora","Microsporea (Microsporida)",""
"1848","Pleistophora agelastica","Protozoa","Microspora","Microsporea (Microsporida)",""
"1849","Pleistophora amasiae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1850","Pleistophora fidelis","Protozoa","Microspora","Microsporea (Microsporida)",""
"1851","Pleistophora hyperparasitica","Protozoa","Microspora","Microsporea (Microsporida)",""
"1852","Pleistophora stegomyiae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1853","Sphaerocystis tentyriae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1854","Sphaerocystis simplex","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1855","Stempellia n. sp.","Protozoa","Microspora","Microsporea (Microsporida)",""
"1856","Tetractinospora victoris","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1857","Tetrahymena rostrata","Protozoa","Ciliophora","Oligohymenophorea (Hymenostomatida)",""
"1858","Thelohania chessei","Protozoa","Microspora","Microsporea (Microsporida)",""
"1859","Thelohania solenopsae","Protozoa","Microspora","Microsporea (Microsporida)",""
"1860","Thelohania volgensis","Protozoa","Microspora","Microsporea (Microsporida)",""
"1861","Thelohania watsoni","Protozoa","Microspora","Microsporea (Microsporida)",""
"1862","Trypanosoma melophagium","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1863","Vavraia sp.","Protozoa","Microspora","Microsporea (Microsporida)",""
"1864","Gregarina macrocephala","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1865","Gregarina sphaerulosa","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1866","Protomagalhaensia serpentula","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1867","Tettigonospora stenopelmati","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1868","Pileocephalus blaberae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
