"","HostOriginal","HostTaxID","HostNCBIResolved","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathNCBIResolved","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom","Group","HighTaxon","Host","HostStageTested","HostTissueInfected","interaction","LogMaxDose","LowTaxon","Pathogen","insectStatus"
"9120","Metalepsis salicarum",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Metalepsis salicarum","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9121","Anaplectoides pressus","691554",TRUE,"Anaplectoides","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Anaplectoides pressus","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9122","Eueretagrotis attenta","691541",TRUE,"Eueretagrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Eueretagrotis attenta","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9123","Cryptocala acadiensis","688404",TRUE,"Cryptocala","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Cryptocala acadiensis","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9124","Pyrrhia exprimens","38058",TRUE,"Pyrrhia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pyrrhia exprimens","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9125","Cyrtophleba coquilletti","2176041",TRUE,"Cyrtophleba","Tachinidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Cyrtophleba coquilletti","Adult",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Beneficial"
"9126","Megachile rotundata","143995",TRUE,"Megachile","Megachilidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Megachile rotundata","Adult",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Beneficial"
"9127","Boloria uphrosyne",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Boloria uphrosyne","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9128","Clossiana selene","191398",TRUE,"Boloria","Nymphalidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Clossiana selene","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Wildlife"
"9129","Pararge aegeria","116150",TRUE,"Pararge","Nymphalidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pararge aegeria","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9130","Polyommatus icarus","265386",TRUE,"Polyommatus","Lycaenidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Polyommatus icarus","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9131","Pieris brassicae","7116",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pieris brassicae","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9132","Malacosoma neustria","7098",TRUE,"Malacosoma","Lasiocampidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Malacosoma neustria","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9133","Philudoria potatoria",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Philudoria potatoria","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9134","Saturnia pavonia","332931",TRUE,"Saturnia","Saturniidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Saturnia pavonia","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9135","Cyclophora linearia","934830",TRUE,"Cyclophora","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Cyclophora linearia","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9136","Idaea aversata","104447",TRUE,"Idaea","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Idaea aversata","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9137","Orthonama obstipata","214290",TRUE,"Orthonama","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orthonama obstipata","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Wildlife"
"9138","Dysstroma truncata","685363",TRUE,"Dysstroma","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Dysstroma truncata","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9139","Opisthograptis luteolata","934882",TRUE,"Opisthograptis","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Opisthograptis luteolata","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9140","Menophra abruptaria","1660658",TRUE,"Menophra","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Menophra abruptaria","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9141","Acherontia atropos","657993",TRUE,"Acherontia","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Acherontia atropos","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9142","Mimas tiliae","522848",TRUE,"Mimas","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Mimas tiliae","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9143","Smerinthus ocellata","469260",TRUE,"Smerinthus","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Smerinthus ocellata","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9144","Hyles euphorbiae","283855",TRUE,"Hyles","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Hyles euphorbiae","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Beneficial"
"9145","Deilephila elpenor","283834",TRUE,"Deilephila","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Deilephila elpenor","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9146","Deilephila elpenor","283834",TRUE,"Deilephila","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Deilephila elpenor","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9147","Phalera bucephala","753216",TRUE,"Phalera","Notodontidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Phalera bucephala","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9148","Pheosia tremula","988019",TRUE,"Pheosia","Notodontidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pheosia tremula","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9149","Drymonia ruficornis","988178",TRUE,"Drymonia","Notodontidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Drymonia ruficornis","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9150","Orgyia antiqua","335469",TRUE,"Orgyia","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orgyia antiqua","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9151","Calliteara pudibunda","875926",TRUE,"Calliteara","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Calliteara pudibunda","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9152","Spilosoma lubricipeda","875880",TRUE,"Spilosoma","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spilosoma lubricipeda","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9153","Tyria jacobaeae","179666",TRUE,"Tyria","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Tyria jacobaeae","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Beneficial"
"9154","Anaplectoides prasina","214030",TRUE,"Anaplectoides","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Anaplectoides prasina","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9155","Hyppa rectilinea","987961",TRUE,"Hyppa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Hyppa rectilinea","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9156","Spodoptera littoralis","7109",TRUE,"Spodoptera","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spodoptera littoralis","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9157","Pseudoips fagana britannica",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pseudoips fagana britannica","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9158","Autographa pulchrina","987893",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa pulchrina","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9159","Yponomeuta padella","2567738",TRUE,"Yponomeuta","Yponomeutidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Yponomeuta padella","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9160","Udea olivalis","1002971",TRUE,"Udea","Crambidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Udea olivalis","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9161","Antheraea pernyi","7119",TRUE,"Antheraea","Saturniidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Antheraea pernyi","Larva",NA,0,"6 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9162","Agrotis segetum","47767",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Agrotis segetum","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9163","Sabulodes transversata",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Sabulodes transversata","Larva",NA,0,"6.2 pibs/ml","Baculoviridae","Autographa californica NPV (AcMNPV)",NA
"9164","Xestia c-nigrum","987431",TRUE,"Xestia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Xestia c-nigrum","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9165","Mamestra brassicae","55057",TRUE,"Mamestra","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Mamestra brassicae","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9166","Lacanobia oleracea","79499",TRUE,"Lacanobia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia oleracea","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9167","Spodoptera littoralis","7109",TRUE,"Spodoptera","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spodoptera littoralis","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9168","Plutella xylostella","51655",TRUE,"Plutella","Plutellidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Plutella xylostella","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9169","Galleria mellonella","7137",TRUE,"Galleria","Pyralidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Galleria mellonella","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9170","Ostrinia nubilalis","29057",TRUE,"Ostrinia","Crambidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Ostrinia nubilalis","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9171","Adoxophyes orana","480707",TRUE,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Adoxophyes orana","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9172","Cydia pomonella","82600",TRUE,"Cydia","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Cydia pomonella","Larva",NA,0,"7 pibs/cm2","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Pest"
"9173","Diachrysia balluca","689076",TRUE,"Diachrysia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Diachrysia balluca","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Pseudoplusia includens NPV  (PiSNPV)",NA
"9174","Rachiplusia ou","708044",TRUE,"Rachiplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Rachiplusia ou","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Pseudoplusia includens NPV  (PiSNPV)",NA
"9175","Autographa biloba",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa biloba","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Syngrapha selecta NPV  (SsSNPV)","Pest"
"9176","Pseudoplusia includens","689277",TRUE,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pseudoplusia includens","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Syngrapha selecta NPV  (SsSNPV)","Pest"
"9177","Rachiplusia ou","708044",TRUE,"Rachiplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Rachiplusia ou","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Syngrapha selecta NPV  (SsSNPV)",NA
"9178","Autographa biloba",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa biloba","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Trichoplusia ni NPV  (TnSNPV)","Pest"
"9179","Autographa bimaculata","1316636",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa bimaculata","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Trichoplusia ni NPV  (TnSNPV)","Wildlife"
"9180","Pseudoplusia includens","689277",TRUE,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pseudoplusia includens","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Trichoplusia ni NPV  (TnSNPV)","Pest"
"9181","Rachiplusia ou","708044",TRUE,"Rachiplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Rachiplusia ou","Larva",NA,0,"4.4 pibs/mm2","Baculoviridae","Trichoplusia ni NPV  (TnSNPV)",NA
"9182","Symmerista canicosta","688392",TRUE,"Symmerista","Notodontidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Symmerista canicosta","Larva",NA,0,"6.2 pibs/ml","Baculoviridae","Autographa californica NPV (AcMNPV)","Pest"
"9183","Croesia albicomma",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Croesia albicomma","Larva",NA,0,"6.2 pibs/ml","Baculoviridae","Autographa californica NPV (AcMNPV)","Pest"
"9184","Choristoneura fumiferana","7141",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Choristoneura fumiferana","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9185","Choristoneura conflictana","308442",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Choristoneura conflictana","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9186","Archips cerasivorana","191705",TRUE,"Archips","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Archips cerasivorana","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9187","Malacosoma disstria","40071",TRUE,"Malacosoma","Lasiocampidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Malacosoma disstria","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9188","Orgyia leucostigma","95259",TRUE,"Orgyia","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Orgyia leucostigma","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9189","Actebia fennica","989868",TRUE,"Actebia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Actebia fennica","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9190","Pachysphynx  modesta",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Pachysphynx  modesta","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9191","Anisota senatoria","1337568",TRUE,"Anisota","Saturniidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Anisota senatoria","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9192","Neodiprion pratti banksianae","441931",TRUE,"Neodiprion","Diprionidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Neodiprion pratti banksianae","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9193","Neodiprion nanulus nanulus","441925",TRUE,"Neodiprion","Diprionidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Neodiprion nanulus nanulus","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9194","Neodiprion swainei","441940",TRUE,"Neodiprion","Diprionidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Neodiprion swainei","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9195","Pristiphora erichsonii","362180",TRUE,"Pristiphora","Tenthredinidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Pristiphora erichsonii","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9196","Pristiphora geniculata","362181",TRUE,"Pristiphora","Tenthredinidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Pristiphora geniculata","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV","Pest"
"9197","Trichiocampus irregularis",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Trichiocampus irregularis","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV",NA
"9198","Chrysomela walshi","153788",TRUE,"Chrysomela","Chrysomelidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Chrysomela walshi","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV",NA
"9199","Anophothrips obscurus",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Anophothrips obscurus","Larva",NA,0,"7 pibs/ml","Not defined in EDWIP","Thymelicus lineola NPV",NA
"9200","Adoxophyes orana","480707",TRUE,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Adoxophyes orana","Larva",NA,0," NA","Not defined in EDWIP","Carposina niponensis GV","Pest"
"9201","Archips breviplicana","571296",TRUE,"Archips","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Archips breviplicana","Larva",NA,0," Not given","Not defined in EDWIP","Carposina niponensis GV",NA
"9202","Homona magnanima","410822",TRUE,"Homona","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","Not defined in EDWIP","Homona magnanima","Larva",NA,0," Not given","Not defined in EDWIP","Carposina niponensis GV","Pest"
"9203","Orthosia gothica","43337",TRUE,"Orthosia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orthosia gothica","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9204","Spodoptera littoralis","7109",TRUE,"Spodoptera","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spodoptera littoralis","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9205","Arctia caja","289281",TRUE,"Arctia","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Arctia caja","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9206","Spilosoma maculosa",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spilosoma maculosa","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9207","Plutella xylostella","51655",TRUE,"Plutella","Plutellidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Plutella xylostella","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9208","Galleria mellonella","7137",TRUE,"Galleria","Pyralidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Galleria mellonella","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9209","Evergestis forficalis","753182",TRUE,"Evergestis","Crambidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Evergestis forficalis","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9210","Antheraea pernyi","7119",TRUE,"Antheraea","Saturniidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Antheraea pernyi","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9211","Adoxophyes orana","480707",TRUE,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Adoxophyes orana","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9212","Cydia pomonella","82600",TRUE,"Cydia","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Cydia pomonella","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9213","Lacanobia oleracea","79499",TRUE,"Lacanobia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia oleracea","Larva",NA,0,NA,"Baculoviridae","Mamestra brassicae NPV (MbMNPV)","Pest"
"9214","Spodoptera littoralis","7109",TRUE,"Spodoptera","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spodoptera littoralis","Larva",NA,0,NA,"Baculoviridae","Heliothis armigera NPV  (HaMNPV)","Pest"
